@relation probabilidad-uso

@attribute target-tiene numeric {0,1}
@attribute cant-prop-rel integer
@attribute noun-target-tiene integer
@attribute adj-target-tiene integer
@attribute rel-target-tiene integer
@attribute vecino-tiene numeric {0,1}
@attribute disc-gatt REAL
@attribute prob-uso REAL

@data
0,5,1,3,1,0,0.0,'0.00641025641025641'
0,4,1,2,1,0,0.0,0.0
0,4,1,2,1,0,0.0,'0.006578947368421052'
0,4,1,2,1,0,0.0,0.0
0,4,1,2,1,0,0.0,0.0
0,4,1,2,1,0,0.0,0.0
0,4,1,2,1,0,0.0,0.0
0,4,1,2,1,0,0.0,0.0
0,4,1,2,1,0,0.0,'0.026143790849673203'
0,4,1,2,1,0,0.0,'0.006134969325153374'
0,4,1,2,1,0,0.0,0.0
0,4,1,2,1,0,0.0,'0.04430379746835443'
0,4,1,2,1,0,0.0,0.0
0,4,1,2,1,0,0.0,'0.025974025974025976'
0,4,1,2,1,0,0.0,0.0
